price,living_area,number_of_rooms,new_production,monthly_fee,build_year,elevator,city_area
1.9849999999999999,70,4.0,0.0,2551.0,1932.0,0.0,1
1.73,56,3.0,0.0,3993.0,1957.0,0.0,0
3.35,105,4.0,0.0,7151.0,1994.0,1.0,1
0.14500000000000002,79,3.0,0.0,3550.0,1982.0,,0
2.9699999999999998,45,2.0,0.0,2966.0,1945.0,0.0,1
1.545,62,3.0,0.0,4387.0,1956.0,0.0,1
2.405,57,2.0,0.0,3057.0,1944.0,1.0,1
0.425,69,2.0,0.0,3323.0,1980.0,0.0,0
1.645,94,4.0,0.0,5257.0,1971.0,0.0,1
0.375,30,1.0,0.0,1170.0,1959.0,0.0,1
5.6,85,3.0,0.0,5596.0,2009.0,1.0,1
0.105,23,1.0,0.0,1697.0,1949.0,0.0,0
1.69,68,2.0,0.0,3805.0,1965.0,0.0,1
3.89,67,3.0,0.0,3579.0,2013.0,1.0,1
1.065,26,1.0,0.0,2026.0,1974.0,0.0,0
1.86,96,4.0,0.0,6073.0,1966.0,0.0,1
1.3,77,3.0,0.0,3404.0,1964.0,1.0,0
1.1,66,2.0,0.0,4110.0,2011.0,1.0,0
0.58,66,2.0,0.0,3392.0,1974.0,1.0,0
5.4,67,2.0,0.0,2415.0,1932.0,1.0,1
1.1,57,2.0,0.0,4528.0,2007.0,0.0,0
1.69,34,1.0,0.0,2376.0,1994.0,1.0,1
1.005,57,2.0,0.0,3388.0,1949.0,0.0,0
1.36,67,3.0,1.0,3592.0,,1.0,0
1.025,47,2.0,0.0,2582.0,1973.0,1.0,1
2.34,108,4.0,0.0,4239.0,1965.0,0.0,0
0.71,45,2.0,0.0,3236.0,1938.0,1.0,1
3.1,55,2.0,0.0,3014.0,1947.0,1.0,1
1.65,53,2.0,0.0,3264.0,1957.0,0.0,1
2.495,39,2.0,0.0,2007.0,1945.0,0.0,1
2.74,61,3.0,0.0,4024.0,1952.0,0.0,1
2.485,38,1.0,0.0,1900.0,1957.0,0.0,1
0.08,46,1.0,0.0,2715.0,1970.0,0.0,1
3.01,34,1.0,0.0,1614.0,1930.0,1.0,1
1.7,77,3.0,0.0,3165.0,1960.0,0.0,0
1.8,46,2.0,0.0,2609.0,2015.0,1.0,0
1.42,30,1.0,0.0,2051.0,1940.0,0.0,1
3.65,56,2.0,0.0,3135.0,2010.0,1.0,1
2.15,89,3.0,0.0,3461.0,2013.0,0.0,0
1.475,65,2.0,0.0,5326.0,1988.0,1.0,1
0.71,71,2.0,0.0,2757.0,1990.0,0.0,0
0.78,53,2.0,0.0,2411.0,1964.0,0.0,1
1.81,76,3.0,0.0,4160.0,1968.0,0.0,1
1.1,31,1.0,1.0,1621.0,,1.0,0
2.3,38,1.0,0.0,2504.0,1946.0,1.0,1
2.305,43,2.0,0.0,2863.0,1943.0,0.0,1
2.98,63,2.0,0.0,3905.0,2009.0,1.0,1
1.11,72,2.0,0.0,5142.0,2011.0,0.0,0
0.91,48,1.0,0.0,2791.0,2010.0,1.0,0
1.295,56,2.0,0.0,3221.0,2010.0,1.0,1
0.85,73,3.0,0.0,3291.0,1963.0,1.0,1
1.74,78,3.0,0.0,3710.0,1953.0,1.0,1
1.43,66,2.0,0.0,5204.0,1991.0,1.0,0
2.04,29,1.0,0.0,2301.0,1941.0,1.0,1
2.06,68,2.0,0.0,3516.0,1983.0,1.0,1
1.25,99,4.0,0.0,4910.0,1965.0,1.0,0
1.65,59,2.0,0.0,3033.0,1961.0,0.0,1
1.15,47,1.0,0.0,2575.0,1958.0,0.0,0
1.2,57,2.0,0.0,2791.0,1964.0,0.0,0
1.25,54,2.0,0.0,2177.0,1954.0,0.0,1
3.38,68,3.0,1.0,4355.0,,1.0,1
3.16,52,2.0,0.0,2497.0,1943.0,0.0,1
2.2,27,1.0,0.0,1713.0,1947.0,1.0,1
3.375,72,3.0,0.0,5208.0,1939.0,0.0,1
3.54,71,3.0,0.0,2594.0,1981.0,1.0,1
1.895,66,3.0,0.0,4218.0,2010.0,0.0,1
0.36000000000000004,73,3.0,0.0,4621.0,1989.0,,0
0.79,56,2.0,0.0,3149.0,1941.0,1.0,1
1.85,29,1.0,0.0,1560.0,1955.0,1.0,1
5.16,73,2.0,0.0,4051.0,2006.0,1.0,1
2.13,52,2.0,0.0,4334.0,1943.0,0.0,1
2.4,82,3.0,0.0,3819.0,1967.0,0.0,1
0.9,65,3.0,0.0,3498.0,1948.0,0.0,0
4.54,59,2.0,0.0,3235.0,1935.0,1.0,1
0.61,47,2.0,0.0,2441.0,,0.0,0
1.8399999999999999,54,2.0,0.0,3359.0,1945.0,0.0,0
1.305,91,3.0,0.0,3306.0,1966.0,0.0,0
0.82,54,2.0,0.0,2401.0,1949.0,0.0,1
